Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
c28qvs9,"POLYGON((-123.155364990234 49.0237426757812, -123.153991699219 49.0237426757812, -123.153991699219 49.0251159667969, -123.155364990234 49.0251159667969, -123.155364990234 49.0237426757812))",49.024,-123.155,49.025,-123.154,POINT(-123.15458 49.02429),49.024,-123.155,,,,,,0.009,3,2020-10-02,5.1
d9uhxu6,"POLYGON((-61.5316772460938 10.6581115722656, -61.5303039550781 10.6581115722656, -61.5303039550781 10.6594848632812, -61.5316772460938 10.6594848632812, -61.5316772460938 10.6581115722656))",10.658,-61.532,10.659,-61.53,POINT(-61.53142 10.65856),10.659,-61.531,,,,,,0.058,7,2020-10-02,5.1
6px5wjb,"POLYGON((-79.892578125 -2.16567993164062, -79.8912048339844 -2.16567993164062, -79.8912048339844 -2.164306640625, -79.892578125 -2.164306640625, -79.892578125 -2.16567993164062))",-2.166,-79.893,-2.164,-79.891,POINT(-79.89216 -2.16474),-2.165,-79.892,,,,,,0.006,3,2020-10-02,5.1
c28qvsf,"POLYGON((-123.153991699219 49.0251159667969, -123.152618408203 49.0251159667969, -123.152618408203 49.0264892578125, -123.153991699219 49.0264892578125, -123.153991699219 49.0251159667969))",49.025,-123.154,49.026,-123.153,POINT(-123.15385 49.02591),49.026,-123.154,,,,,,0.025,4,2020-10-02,5.1
6px5y0k,"POLYGON((-79.8870849609375 -2.15194702148438, -79.8857116699219 -2.15194702148438, -79.8857116699219 -2.15057373046875, -79.8870849609375 -2.15057373046875, -79.8870849609375 -2.15194702148438))",-2.152,-79.887,-2.151,-79.886,POINT(-79.88607 -2.15113),-2.151,-79.886,,,,,,0.046,3,2020-10-02,5.1
6px5wp5,"POLYGON((-79.8884582519531 -2.1588134765625, -79.8870849609375 -2.1588134765625, -79.8870849609375 -2.15744018554688, -79.8884582519531 -2.15744018554688, -79.8884582519531 -2.1588134765625))",-2.159,-79.888,-2.157,-79.887,POINT(-79.88834 -2.15825),-2.158,-79.888,,,,,,0.035,3,2020-10-02,5.1
d9u63ny,"POLYGON((-61.4712524414062 10.2763366699219, -61.4698791503906 10.2763366699219, -61.4698791503906 10.2777099609375, -61.4712524414062 10.2777099609375, -61.4712524414062 10.2763366699219))",10.276,-61.471,10.278,-61.47,POINT(-61.47109 10.27701),10.277,-61.471,,,,,,0.057,6,2020-10-02,5.1
c28qvsk,"POLYGON((-123.151245117188 49.0223693847656, -123.149871826172 49.0223693847656, -123.149871826172 49.0237426757812, -123.151245117188 49.0237426757812, -123.151245117188 49.0223693847656))",49.022,-123.151,49.024,-123.15,POINT(-123.15056 49.02287),49.023,-123.151,,,,,,0.018,3,2020-10-02,5.1
6px5wru,"POLYGON((-79.8760986328125 -2.15469360351562, -79.8747253417969 -2.15469360351562, -79.8747253417969 -2.1533203125, -79.8760986328125 -2.1533203125, -79.8760986328125 -2.15469360351562))",-2.155,-79.876,-2.153,-79.875,POINT(-79.87565 -2.1542),-2.154,-79.876,,,,,,0.006,3,2020-10-02,5.1
c28qvs5,"POLYGON((-123.152618408203 49.02099609375, -123.151245117188 49.02099609375, -123.151245117188 49.0223693847656, -123.152618408203 49.0223693847656, -123.152618408203 49.02099609375))",49.021,-123.153,49.022,-123.151,POINT(-123.15178 49.02176),49.022,-123.152,,,,,,0.238,3,2020-10-02,5.1
qshdbh9,"POLYGON((118.829498291016 -21.9918823242188, 118.830871582031 -21.9918823242188, 118.830871582031 -21.9905090332031, 118.829498291016 -21.9905090332031, 118.829498291016 -21.9918823242188))",-21.992,118.83,-21.991,118.831,POINT(118.83049 -21.99145),-21.991,118.83,,,,Australia,AU,2.803,14,2020-10-02,5.1
r1fd41h,"POLYGON((138.609008789062 -34.7991943359375, 138.610382080078 -34.7991943359375, 138.610382080078 -34.7978210449219, 138.609008789062 -34.7978210449219, 138.609008789062 -34.7991943359375))",-34.799,138.609,-34.798,138.61,POINT(138.6093 -34.7982),-34.798,138.609,,,,Australia,AU,0.009,3,2020-10-02,5.1
r1fd1ft,"POLYGON((138.599395751953 -34.7909545898438, 138.600769042969 -34.7909545898438, 138.600769042969 -34.7895812988281, 138.599395751953 -34.7895812988281, 138.599395751953 -34.7909545898438))",-34.791,138.599,-34.79,138.601,POINT(138.60015 -34.79013),-34.79,138.6,,,,Australia,AU,0.026,3,2020-10-02,5.1
qeusc2n,"POLYGON((118.891296386719 -23.0712890625, 118.892669677734 -23.0712890625, 118.892669677734 -23.0699157714844, 118.891296386719 -23.0699157714844, 118.891296386719 -23.0712890625))",-23.071,118.891,-23.07,118.893,POINT(118.89162 -23.07035),-23.07,118.892,,,,Australia,AU,0.604,12,2020-10-02,5.1
r1r12q7,"POLYGON((144.858856201172 -37.7146911621094, 144.860229492188 -37.7146911621094, 144.860229492188 -37.7133178710937, 144.858856201172 -37.7133178710938, 144.858856201172 -37.7146911621094))",-37.715,144.859,-37.713,144.86,POINT(144.8593 -37.71404),-37.714,144.859,,,,Australia,AU,0.215,6,2020-10-02,5.1
r1fd1z9,"POLYGON((138.593902587891 -34.7634887695312, 138.595275878906 -34.7634887695312, 138.595275878906 -34.7621154785156, 138.593902587891 -34.7621154785156, 138.593902587891 -34.7634887695312))",-34.763,138.594,-34.762,138.595,POINT(138.59447 -34.76256),-34.763,138.594,,,,Australia,AU,0.049,3,2020-10-02,5.1
c2b2rh9,"POLYGON((-123.089447021484 49.2874145507812, -123.088073730469 49.2874145507812, -123.088073730469 49.2887878417969, -123.089447021484 49.2887878417969, -123.089447021484 49.2874145507812))",49.287,-123.089,49.289,-123.088,POINT(-123.08859 49.28777),49.288,-123.089,,,,Canada,CA,0.345,5,2020-10-02,5.1
c2b2rh3,"POLYGON((-123.089447021484 49.2860412597656, -123.088073730469 49.2860412597656, -123.088073730469 49.2874145507812, -123.089447021484 49.2874145507812, -123.089447021484 49.2860412597656))",49.286,-123.089,49.287,-123.088,POINT(-123.08874 49.28652),49.287,-123.089,,,,Canada,CA,0.068,8,2020-10-02,5.1
f8hetzs,"POLYGON((-60.9136962890625 45.6564331054688, -60.9123229980469 45.6564331054688, -60.9123229980469 45.6578063964844, -60.9136962890625 45.6578063964844, -60.9136962890625 45.6564331054688))",45.656,-60.914,45.658,-60.912,POINT(-60.91318 45.65706),45.657,-60.913,,,,Canada,CA,0.467,19,2020-10-02,5.1
63kn9mm,"POLYGON((-73.0632019042969 -36.7973327636719, -73.0618286132813 -36.7973327636719, -73.0618286132813 -36.7959594726563, -73.0632019042969 -36.7959594726563, -73.0632019042969 -36.7973327636719))",-36.797,-73.063,-36.796,-73.062,POINT(-73.06265 -36.79706),-36.797,-73.063,,,,Chile,CL,0.034,3,2020-10-02,5.1
62shh66,"POLYGON((-72.9354858398438 -41.4720153808594, -72.9341125488281 -41.4720153808594, -72.9341125488281 -41.4706420898438, -72.9354858398438 -41.4706420898438, -72.9354858398438 -41.4720153808594))",-41.472,-72.935,-41.471,-72.934,POINT(-72.93503 -41.47144),-41.471,-72.935,,,,Chile,CL,0.063,4,2020-10-02,5.1
62sh5sg,"POLYGON((-72.9670715332031 -41.4582824707031, -72.9656982421875 -41.4582824707031, -72.9656982421875 -41.4569091796875, -72.9670715332031 -41.4569091796875, -72.9670715332031 -41.4582824707031))",-41.458,-72.967,-41.457,-72.966,POINT(-72.96634 -41.45766),-41.458,-72.966,,,,Chile,CL,0.034,10,2020-10-02,5.1
62gvw5r,"POLYGON((-73.2032775878906 -39.7966003417969, -73.201904296875 -39.7966003417969, -73.201904296875 -39.7952270507812, -73.2032775878906 -39.7952270507812, -73.2032775878906 -39.7966003417969))",-39.797,-73.203,-39.795,-73.202,POINT(-73.20273 -39.79627),-39.796,-73.203,,,,Chile,CL,0.063,3,2020-10-02,5.1
66j8zrx,"POLYGON((-70.6874084472656 -33.5769653320312, -70.68603515625 -33.5769653320313, -70.68603515625 -33.5755920410156, -70.6874084472656 -33.5755920410156, -70.6874084472656 -33.5769653320312))",-33.577,-70.687,-33.576,-70.686,POINT(-70.68635 -33.57571),-33.576,-70.686,,,,Chile,CL,0.27,3,2020-10-02,5.1
66j9ynh,"POLYGON((-70.7464599609375 -33.409423828125, -70.7450866699219 -33.409423828125, -70.7450866699219 -33.4080505371094, -70.7464599609375 -33.4080505371094, -70.7464599609375 -33.409423828125))",-33.409,-70.746,-33.408,-70.745,POINT(-70.74607 -33.40859),-33.409,-70.746,,,,Chile,CL,0.231,3,2020-10-02,5.1
63kn9c4,"POLYGON((-73.0453491210938 -36.8206787109375, -73.0439758300781 -36.8206787109375, -73.0439758300781 -36.8193054199219, -73.0453491210938 -36.8193054199219, -73.0453491210938 -36.8206787109375))",-36.821,-73.045,-36.819,-73.044,POINT(-73.04477 -36.82043),-36.82,-73.045,,,,Chile,CL,0.047,4,2020-10-02,5.1
62u10k5,"POLYGON((-73.1098937988281 -40.58349609375, -73.1085205078125 -40.58349609375, -73.1085205078125 -40.5821228027344, -73.1098937988281 -40.5821228027344, -73.1098937988281 -40.58349609375))",-40.583,-73.11,-40.582,-73.109,POINT(-73.10902 -40.58332),-40.583,-73.109,,,,Chile,CL,0.111,6,2020-10-02,5.1
66jbcyg,"POLYGON((-70.5830383300781 -33.5810852050781, -70.5816650390625 -33.5810852050781, -70.5816650390625 -33.5797119140625, -70.5830383300781 -33.5797119140625, -70.5830383300781 -33.5810852050781))",-33.581,-70.583,-33.58,-70.582,POINT(-70.58182 -33.58018),-33.58,-70.582,,,,Chile,CL,0.152,3,2020-10-02,5.1
62shg5s,"POLYGON((-72.9876708984375 -41.3333129882813, -72.9862976074219 -41.3333129882813, -72.9862976074219 -41.3319396972656, -72.9876708984375 -41.3319396972656, -72.9876708984375 -41.3333129882813))",-41.333,-72.988,-41.332,-72.986,POINT(-72.98738 -41.33264),-41.333,-72.987,,,,Chile,CL,0.089,3,2020-10-02,5.1
62shh4h,"POLYGON((-72.9437255859375 -41.473388671875, -72.9423522949219 -41.473388671875, -72.9423522949219 -41.4720153808594, -72.9437255859375 -41.4720153808594, -72.9437255859375 -41.473388671875))",-41.473,-72.944,-41.472,-72.942,POINT(-72.9429 -41.47326),-41.473,-72.943,,,,Chile,CL,0.061,6,2020-10-02,5.1
66jdnjm,"POLYGON((-70.7450866699219 -33.3695983886719, -70.7437133789062 -33.3695983886719, -70.7437133789062 -33.3682250976562, -70.7450866699219 -33.3682250976562, -70.7450866699219 -33.3695983886719))",-33.37,-70.745,-33.368,-70.744,POINT(-70.74453 -33.36881),-33.369,-70.745,,,,Chile,CL,0.406,6,2020-10-02,5.1
66jbbwd,"POLYGON((-70.6393432617188 -33.5824584960938, -70.6379699707031 -33.5824584960938, -70.6379699707031 -33.5810852050781, -70.6393432617188 -33.5810852050781, -70.6393432617188 -33.5824584960938))",-33.582,-70.639,-33.581,-70.638,POINT(-70.63919 -33.58149),-33.581,-70.639,,,,Chile,CL,0.267,3,2020-10-02,5.1
66j9r5c,"POLYGON((-70.7066345214844 -33.5096740722656, -70.7052612304688 -33.5096740722656, -70.7052612304688 -33.50830078125, -70.7066345214844 -33.50830078125, -70.7066345214844 -33.5096740722656))",-33.51,-70.707,-33.508,-70.705,POINT(-70.70619 -33.50928),-33.509,-70.706,,,,Chile,CL,0.514,11,2020-10-02,5.1
63tn3re,"POLYGON((-71.6596984863281 -35.4226684570312, -71.6583251953125 -35.4226684570312, -71.6583251953125 -35.4212951660156, -71.6596984863281 -35.4212951660156, -71.6596984863281 -35.4226684570312))",-35.423,-71.66,-35.421,-71.658,POINT(-71.65925 -35.42223),-35.422,-71.659,,,,Chile,CL,0.066,3,2020-10-02,5.1
66j9pgq,"POLYGON((-70.6668090820312 -33.5563659667969, -70.6654357910156 -33.5563659667969, -70.6654357910156 -33.5549926757812, -70.6668090820312 -33.5549926757812, -70.6668090820312 -33.5563659667969))",-33.556,-70.667,-33.555,-70.665,POINT(-70.66567 -33.5557),-33.556,-70.666,,,,Chile,CL,0.127,3,2020-10-02,5.1
66jc1tw,"POLYGON((-70.5899047851562 -33.5440063476563, -70.5885314941406 -33.5440063476563, -70.5885314941406 -33.5426330566406, -70.5899047851562 -33.5426330566406, -70.5899047851562 -33.5440063476563))",-33.544,-70.59,-33.543,-70.589,POINT(-70.58939 -33.54321),-33.543,-70.589,,,,Chile,CL,0.039,3,2020-10-02,5.1
67vcyk1,"POLYGON((-70.3880310058594 -23.57666015625, -70.3866577148438 -23.57666015625, -70.3866577148438 -23.5752868652344, -70.3880310058594 -23.5752868652344, -70.3880310058594 -23.57666015625))",-23.577,-70.388,-23.575,-70.387,POINT(-70.38791 -23.57635),-23.576,-70.388,,,,Chile,CL,0.395,5,2020-10-02,5.1
62sh5gy,"POLYGON((-72.9519653320312 -41.4637756347656, -72.9505920410156 -41.4637756347656, -72.9505920410156 -41.46240234375, -72.9519653320312 -41.46240234375, -72.9519653320312 -41.4637756347656))",-41.464,-72.952,-41.462,-72.951,POINT(-72.95118 -41.46353),-41.464,-72.951,,,,Chile,CL,0.064,4,2020-10-02,5.1
6rbpqmd,"POLYGON((-78.4725952148438 -0.10162353515625, -78.4712219238281 -0.10162353515625, -78.4712219238281 -0.100250244140625, -78.4725952148438 -0.100250244140625, -78.4725952148438 -0.10162353515625))",-0.102,-78.473,-0.1,-78.471,POINT(-78.47251 -0.10131),-0.101,-78.473,,,,Ecuador,EC,0.032,3,2020-10-02,5.1
6px5xjf,"POLYGON((-79.8458862304688 -2.16567993164062, -79.8445129394531 -2.16567993164062, -79.8445129394531 -2.164306640625, -79.8458862304688 -2.164306640625, -79.8458862304688 -2.16567993164062))",-2.166,-79.846,-2.164,-79.845,POINT(-79.84525 -2.16502),-2.165,-79.845,,,,Ecuador,EC,0.005,3,2020-10-02,5.1
6rbnz5v,"POLYGON((-78.4355163574219 -0.199127197265625, -78.4341430664062 -0.199127197265625, -78.4341430664062 -0.19775390625, -78.4355163574219 -0.19775390625, -78.4355163574219 -0.199127197265625))",-0.199,-78.436,-0.198,-78.434,POINT(-78.43518 -0.19866),-0.199,-78.435,,,,Ecuador,EC,0.057,3,2020-10-02,5.1
6rbpnn6,"POLYGON((-78.4835815429688 -0.141448974609375, -78.4822082519531 -0.141448974609375, -78.4822082519531 -0.14007568359375, -78.4835815429688 -0.14007568359375, -78.4835815429688 -0.141448974609375))",-0.141,-78.484,-0.14,-78.482,POINT(-78.48285 -0.14097),-0.141,-78.483,,,,Ecuador,EC,0.034,3,2020-10-02,5.1
6rbpnq7,"POLYGON((-78.4712219238281 -0.141448974609375, -78.4698486328125 -0.141448974609375, -78.4698486328125 -0.14007568359375, -78.4712219238281 -0.14007568359375, -78.4712219238281 -0.141448974609375))",-0.141,-78.471,-0.14,-78.47,POINT(-78.47007 -0.14096),-0.141,-78.47,,,,Ecuador,EC,0.139,7,2020-10-02,5.1
6rbpn14,"POLYGON((-78.4835815429688 -0.1702880859375, -78.4822082519531 -0.1702880859375, -78.4822082519531 -0.168914794921875, -78.4835815429688 -0.168914794921875, -78.4835815429688 -0.1702880859375))",-0.17,-78.484,-0.169,-78.482,POINT(-78.48261 -0.16967),-0.17,-78.483,,,,Ecuador,EC,0.077,3,2020-10-02,5.1
6rbnypg,"POLYGON((-78.4822082519531 -0.177154541015625, -78.4808349609375 -0.177154541015625, -78.4808349609375 -0.17578125, -78.4822082519531 -0.17578125, -78.4822082519531 -0.177154541015625))",-0.177,-78.482,-0.176,-78.481,POINT(-78.48123 -0.17646),-0.176,-78.481,,,,Ecuador,EC,0.041,3,2020-10-02,5.1
6rbpjb7,"POLYGON((-78.4931945800781 -0.174407958984375, -78.4918212890625 -0.174407958984375, -78.4918212890625 -0.17303466796875, -78.4931945800781 -0.17303466796875, -78.4931945800781 -0.174407958984375))",-0.174,-78.493,-0.173,-78.492,POINT(-78.4928 -0.17379),-0.174,-78.493,,,,Ecuador,EC,0.02,3,2020-10-02,5.1
6pxhhzh,"POLYGON((-79.9420166015625 -2.0709228515625, -79.9406433105469 -2.0709228515625, -79.9406433105469 -2.06954956054688, -79.9420166015625 -2.06954956054688, -79.9420166015625 -2.0709228515625))",-2.071,-79.942,-2.07,-79.941,POINT(-79.94188 -2.07017),-2.07,-79.942,,,,Ecuador,EC,0.021,7,2020-10-02,5.1
6pxhex8,"POLYGON((-80.00244140625 -1.98028564453125, -80.0010681152344 -1.98028564453125, -80.0010681152344 -1.97891235351563, -80.00244140625 -1.97891235351563, -80.00244140625 -1.98028564453125))",-1.98,-80.002,-1.979,-80.001,POINT(-80.00211 -1.97906),-1.979,-80.002,,,,Ecuador,EC,0.01,3,2020-10-02,5.1
6rbnyj3,"POLYGON((-78.4849548339844 -0.190887451171875, -78.4835815429688 -0.190887451171875, -78.4835815429688 -0.18951416015625, -78.4849548339844 -0.18951416015625, -78.4849548339844 -0.190887451171875))",-0.191,-78.485,-0.19,-78.484,POINT(-78.48431 -0.19013),-0.19,-78.484,,,,Ecuador,EC,0.021,3,2020-10-02,5.1
6rbpnn4,"POLYGON((-78.4835815429688 -0.142822265625, -78.4822082519531 -0.142822265625, -78.4822082519531 -0.141448974609375, -78.4835815429688 -0.141448974609375, -78.4835815429688 -0.142822265625))",-0.143,-78.484,-0.141,-78.482,POINT(-78.48291 -0.14161),-0.142,-78.483,,,,Ecuador,EC,0.022,3,2020-10-02,5.1
6pztgfp,"POLYGON((-79.2787170410156 -0.384521484375, -79.27734375 -0.384521484375, -79.27734375 -0.383148193359375, -79.2787170410156 -0.383148193359375, -79.2787170410156 -0.384521484375))",-0.385,-79.279,-0.383,-79.277,POINT(-79.27746 -0.38404),-0.384,-79.277,,,,Ecuador,EC,0.149,9,2020-10-02,5.1
6px5xjn,"POLYGON((-79.8403930664062 -2.1697998046875, -79.8390197753906 -2.1697998046875, -79.8390197753906 -2.16842651367188, -79.8403930664062 -2.16842651367188, -79.8403930664062 -2.1697998046875))",-2.17,-79.84,-2.168,-79.839,POINT(-79.8394 -2.16894),-2.169,-79.839,,,,Ecuador,EC,0.033,4,2020-10-02,5.1
6rbpq4h,"POLYGON((-78.4808349609375 -0.120849609375, -78.4794616699219 -0.120849609375, -78.4794616699219 -0.119476318359375, -78.4808349609375 -0.119476318359375, -78.4808349609375 -0.120849609375))",-0.121,-78.481,-0.119,-78.479,POINT(-78.48016 -0.12035),-0.12,-78.48,,,,Ecuador,EC,0.029,3,2020-10-02,5.1
6px5v94,"POLYGON((-79.9118041992188 -2.1478271484375, -79.9104309082031 -2.1478271484375, -79.9104309082031 -2.14645385742187, -79.9118041992188 -2.14645385742188, -79.9118041992188 -2.1478271484375))",-2.148,-79.912,-2.146,-79.91,POINT(-79.91119 -2.14703),-2.147,-79.911,,,,Ecuador,EC,0.015,4,2020-10-02,5.1
6rbpqqr,"POLYGON((-78.4657287597656 -0.097503662109375, -78.46435546875 -0.097503662109375, -78.46435546875 -0.09613037109375, -78.4657287597656 -0.09613037109375, -78.4657287597656 -0.097503662109375))",-0.097,-78.466,-0.096,-78.464,POINT(-78.46546 -0.09682),-0.097,-78.465,,,,Ecuador,EC,0.009,3,2020-10-02,5.1
6pz3ye1,"POLYGON((-79.5176696777344 -1.0821533203125, -79.5162963867188 -1.0821533203125, -79.5162963867188 -1.08078002929688, -79.5176696777344 -1.08078002929688, -79.5176696777344 -1.0821533203125))",-1.082,-79.518,-1.081,-79.516,POINT(-79.51757 -1.08137),-1.081,-79.518,,,,Ecuador,EC,0.012,5,2020-10-02,5.1
6rbpqsj,"POLYGON((-78.4574890136719 -0.10986328125, -78.4561157226562 -0.10986328125, -78.4561157226562 -0.108489990234375, -78.4574890136719 -0.108489990234375, -78.4574890136719 -0.10986328125))",-0.11,-78.457,-0.108,-78.456,POINT(-78.45661 -0.10927),-0.109,-78.457,,,,Ecuador,EC,0.014,3,2020-10-02,5.1
6pxhhyu,"POLYGON((-79.9420166015625 -2.07229614257812, -79.9406433105469 -2.07229614257812, -79.9406433105469 -2.0709228515625, -79.9420166015625 -2.0709228515625, -79.9420166015625 -2.07229614257812))",-2.072,-79.942,-2.071,-79.941,POINT(-79.94172 -2.07153),-2.072,-79.942,,,,Ecuador,EC,0.025,6,2020-10-02,5.1
6pxhhyj,"POLYGON((-79.9406433105469 -2.076416015625, -79.9392700195312 -2.076416015625, -79.9392700195312 -2.07504272460938, -79.9406433105469 -2.07504272460938, -79.9406433105469 -2.076416015625))",-2.076,-79.941,-2.075,-79.939,POINT(-79.94044 -2.07596),-2.076,-79.94,,,,Ecuador,EC,0.037,13,2020-10-02,5.1
6rbpjbn,"POLYGON((-78.4890747070312 -0.17578125, -78.4877014160156 -0.17578125, -78.4877014160156 -0.174407958984375, -78.4890747070312 -0.174407958984375, -78.4890747070312 -0.17578125))",-0.176,-78.489,-0.174,-78.488,POINT(-78.48825 -0.17524),-0.175,-78.488,,,,Ecuador,EC,0.013,3,2020-10-02,5.1
6px5v8y,"POLYGON((-79.9063110351562 -2.14920043945312, -79.9049377441406 -2.14920043945312, -79.9049377441406 -2.1478271484375, -79.9063110351562 -2.1478271484375, -79.9063110351562 -2.14920043945312))",-2.149,-79.906,-2.148,-79.905,POINT(-79.90561 -2.14863),-2.149,-79.906,,,,Ecuador,EC,0.015,5,2020-10-02,5.1
6rbpn0s,"POLYGON((-78.4808349609375 -0.17303466796875, -78.4794616699219 -0.17303466796875, -78.4794616699219 -0.171661376953125, -78.4808349609375 -0.171661376953125, -78.4808349609375 -0.17303466796875))",-0.173,-78.481,-0.172,-78.479,POINT(-78.47989 -0.17242),-0.172,-78.48,,,,Ecuador,EC,0.071,3,2020-10-02,5.1
6rbnvc7,"POLYGON((-78.4931945800781 -0.212860107421875, -78.4918212890625 -0.212860107421875, -78.4918212890625 -0.21148681640625, -78.4931945800781 -0.21148681640625, -78.4931945800781 -0.212860107421875))",-0.213,-78.493,-0.211,-78.492,POINT(-78.49238 -0.2124),-0.212,-78.492,,,,Ecuador,EC,0.031,3,2020-10-02,5.1
6px5xje,"POLYGON((-79.8445129394531 -2.16705322265625, -79.8431396484375 -2.16705322265625, -79.8431396484375 -2.16567993164062, -79.8445129394531 -2.16567993164062, -79.8445129394531 -2.16705322265625))",-2.167,-79.845,-2.166,-79.843,POINT(-79.84352 -2.16658),-2.167,-79.844,,,,Ecuador,EC,0.036,9,2020-10-02,5.1
6rbpqsh,"POLYGON((-78.4588623046875 -0.10986328125, -78.4574890136719 -0.10986328125, -78.4574890136719 -0.108489990234375, -78.4588623046875 -0.108489990234375, -78.4588623046875 -0.10986328125))",-0.11,-78.459,-0.108,-78.457,POINT(-78.45829 -0.1093),-0.109,-78.458,,,,Ecuador,EC,0.038,10,2020-10-02,5.1
6pxhhz7,"POLYGON((-79.9433898925781 -2.06954956054688, -79.9420166015625 -2.06954956054688, -79.9420166015625 -2.06817626953125, -79.9433898925781 -2.06817626953125, -79.9433898925781 -2.06954956054688))",-2.07,-79.943,-2.068,-79.942,POINT(-79.94217 -2.06929),-2.069,-79.942,,,,Ecuador,EC,0.011,3,2020-10-02,5.1
6rbpwzv,"POLYGON((-78.4465026855469 -0.045318603515625, -78.4451293945312 -0.045318603515625, -78.4451293945312 -0.0439453125, -78.4465026855469 -0.0439453125, -78.4465026855469 -0.045318603515625))",-0.045,-78.446,-0.044,-78.445,POINT(-78.44576 -0.04476),-0.045,-78.446,,,,Ecuador,EC,0.11,4,2020-10-02,5.1
6rbnzbf,"POLYGON((-78.4066772460938 -0.215606689453125, -78.4053039550781 -0.215606689453125, -78.4053039550781 -0.2142333984375, -78.4066772460938 -0.2142333984375, -78.4066772460938 -0.215606689453125))",-0.216,-78.407,-0.214,-78.405,POINT(-78.40647 -0.21476),-0.215,-78.406,,,,Ecuador,EC,0.043,3,2020-10-02,5.1
6rbnvgs,"POLYGON((-78.4918212890625 -0.20050048828125, -78.4904479980469 -0.20050048828125, -78.4904479980469 -0.199127197265625, -78.4918212890625 -0.199127197265625, -78.4918212890625 -0.20050048828125))",-0.2,-78.492,-0.199,-78.49,POINT(-78.49092 -0.19984),-0.2,-78.491,,,,Ecuador,EC,0.026,3,2020-10-02,5.1
6rbnvvu,"POLYGON((-78.4918212890625 -0.188140869140625, -78.4904479980469 -0.188140869140625, -78.4904479980469 -0.186767578125, -78.4918212890625 -0.186767578125, -78.4918212890625 -0.188140869140625))",-0.188,-78.492,-0.187,-78.49,POINT(-78.49117 -0.18749),-0.187,-78.491,,,,Ecuador,EC,0.027,3,2020-10-02,5.1
6rbjufx,"POLYGON((-78.5316467285156 -0.38177490234375, -78.5302734375 -0.38177490234375, -78.5302734375 -0.380401611328125, -78.5316467285156 -0.380401611328125, -78.5316467285156 -0.38177490234375))",-0.382,-78.532,-0.38,-78.53,POINT(-78.53151 -0.38145),-0.381,-78.532,,,,Ecuador,EC,0.197,8,2020-10-02,5.1
6pxj39r,"POLYGON((-80.0807189941406 -1.88278198242188, -80.079345703125 -1.88278198242188, -80.079345703125 -1.88140869140625, -80.0807189941406 -1.88140869140625, -80.0807189941406 -1.88278198242188))",-1.883,-80.081,-1.881,-80.079,POINT(-80.08045 -1.88221),-1.882,-80.08,,,,Ecuador,EC,0.046,7,2020-10-02,5.1
6rbpqsn,"POLYGON((-78.4561157226562 -0.10986328125, -78.4547424316406 -0.10986328125, -78.4547424316406 -0.108489990234375, -78.4561157226562 -0.108489990234375, -78.4561157226562 -0.10986328125))",-0.11,-78.456,-0.108,-78.455,POINT(-78.45565 -0.10906),-0.109,-78.456,,,,Ecuador,EC,0.013,3,2020-10-02,5.1
6rbnyvs,"POLYGON((-78.4478759765625 -0.18951416015625, -78.4465026855469 -0.18951416015625, -78.4465026855469 -0.188140869140625, -78.4478759765625 -0.188140869140625, -78.4478759765625 -0.18951416015625))",-0.19,-78.448,-0.188,-78.446,POINT(-78.44745 -0.18868),-0.189,-78.447,,,,Ecuador,EC,0.022,3,2020-10-02,5.1
6rbpnp7,"POLYGON((-78.4822082519531 -0.135955810546875, -78.4808349609375 -0.135955810546875, -78.4808349609375 -0.13458251953125, -78.4822082519531 -0.13458251953125, -78.4822082519531 -0.135955810546875))",-0.136,-78.482,-0.135,-78.481,POINT(-78.48205 -0.13556),-0.136,-78.482,,,,Ecuador,EC,0.038,5,2020-10-02,5.1
6rbnyhz,"POLYGON((-78.4767150878906 -0.193634033203125, -78.475341796875 -0.193634033203125, -78.475341796875 -0.1922607421875, -78.4767150878906 -0.1922607421875, -78.4767150878906 -0.193634033203125))",-0.194,-78.477,-0.192,-78.475,POINT(-78.47625 -0.19307),-0.193,-78.476,,,,Ecuador,EC,0.042,3,2020-10-02,5.1
6px5vje,"POLYGON((-79.9324035644531 -2.12310791015625, -79.9310302734375 -2.12310791015625, -79.9310302734375 -2.12173461914062, -79.9324035644531 -2.12173461914062, -79.9324035644531 -2.12310791015625))",-2.123,-79.932,-2.122,-79.931,POINT(-79.93137 -2.12233),-2.122,-79.931,,,,Ecuador,EC,0.034,4,2020-10-02,5.1
6pxhkcc,"POLYGON((-79.9461364746094 -2.05581665039062, -79.9447631835938 -2.05581665039063, -79.9447631835938 -2.054443359375, -79.9461364746094 -2.054443359375, -79.9461364746094 -2.05581665039062))",-2.056,-79.946,-2.054,-79.945,POINT(-79.94571 -2.05553),-2.056,-79.946,,,,Ecuador,EC,0.042,12,2020-10-02,5.1
6rbpq07,"POLYGON((-78.4822082519531 -0.130462646484375, -78.4808349609375 -0.130462646484375, -78.4808349609375 -0.12908935546875, -78.4822082519531 -0.12908935546875, -78.4822082519531 -0.130462646484375))",-0.13,-78.482,-0.129,-78.481,POINT(-78.48126 -0.12974),-0.13,-78.481,,,,Ecuador,EC,0.027,5,2020-10-02,5.1
