Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
c2c9hwe,"POLYGON((-121.438751220703 49.4302368164062, -121.437377929688 49.4302368164062, -121.437377929688 49.4316101074219, -121.438751220703 49.4316101074219, -121.438751220703 49.4302368164062))",49.43,-121.439,49.432,-121.437,POINT(-121.43825 49.43064),49.431,-121.438,Fraser Valley B,,British Columbia,Canada,CA-BC,0.367,6,2020-10-02,5.1
c2b80f9,"POLYGON((-123.012542724609 49.2324829101563, -123.011169433594 49.2324829101562, -123.011169433594 49.2338562011719, -123.012542724609 49.2338562011719, -123.012542724609 49.2324829101563))",49.232,-123.013,49.234,-123.011,POINT(-123.01175 49.23303),49.233,-123.012,Burnaby,,British Columbia,Canada,CA-BC,0.097,16,2020-10-02,5.1
c28rtmw,"POLYGON((-123.159484863281 49.1610717773438, -123.158111572266 49.1610717773438, -123.158111572266 49.1624450683594, -123.159484863281 49.1624450683594, -123.159484863281 49.1610717773438))",49.161,-123.159,49.162,-123.158,POINT(-123.15877 49.16219),49.162,-123.159,Richmond,,British Columbia,Canada,CA-BC,0.024,3,2020-10-02,5.1
c2b85t2,"POLYGON((-122.89306640625 49.2475891113281, -122.891693115234 49.2475891113281, -122.891693115234 49.2489624023438, -122.89306640625 49.2489624023438, -122.89306640625 49.2475891113281))",49.248,-122.893,49.249,-122.892,POINT(-122.89252 49.24845),49.248,-122.893,Coquitlam,,British Columbia,Canada,CA-BC,0.028,5,2020-10-02,5.1
c28x83p,"POLYGON((-123.026275634766 49.1363525390625, -123.02490234375 49.1363525390625, -123.02490234375 49.1377258300781, -123.026275634766 49.1377258300781, -123.026275634766 49.1363525390625))",49.136,-123.026,49.138,-123.025,POINT(-123.02566 49.13708),49.137,-123.026,Delta,,British Columbia,Canada,CA-BC,0.026,7,2020-10-02,5.1
c28xz54,"POLYGON((-122.736511230469 49.1912841796875, -122.735137939453 49.1912841796875, -122.735137939453 49.1926574707031, -122.736511230469 49.1926574707031, -122.736511230469 49.1912841796875))",49.191,-122.737,49.193,-122.735,POINT(-122.73562 49.19133),49.191,-122.736,Surrey,,British Columbia,Canada,CA-BC,0.005,3,2020-10-02,5.1
c2b848n,"POLYGON((-122.928771972656 49.21875, -122.927398681641 49.21875, -122.927398681641 49.2201232910156, -122.928771972656 49.2201232910156, -122.928771972656 49.21875))",49.219,-122.929,49.22,-122.927,POINT(-122.92773 49.21906),49.219,-122.928,Burnaby,,British Columbia,Canada,CA-BC,0.049,13,2020-10-02,5.1
c28z950,"POLYGON((-122.6513671875 49.1473388671875, -122.649993896484 49.1473388671875, -122.649993896484 49.1487121582031, -122.6513671875 49.1487121582031, -122.6513671875 49.1473388671875))",49.147,-122.651,49.149,-122.65,POINT(-122.65116 49.14807),49.148,-122.651,Langley,,British Columbia,Canada,CA-BC,0.098,3,2020-10-02,5.1
c28z2tg,"POLYGON((-122.669219970703 49.1184997558594, -122.667846679688 49.1184997558594, -122.667846679688 49.119873046875, -122.669219970703 49.119873046875, -122.669219970703 49.1184997558594))",49.119,-122.669,49.12,-122.668,POINT(-122.66857 49.11916),49.119,-122.669,Langley,,British Columbia,Canada,CA-BC,0.019,3,2020-10-02,5.1
c2b2r48,"POLYGON((-123.0908203125 49.2764282226562, -123.089447021484 49.2764282226562, -123.089447021484 49.2778015136719, -123.0908203125 49.2778015136719, -123.0908203125 49.2764282226562))",49.276,-123.091,49.278,-123.089,POINT(-123.09003 49.27666),49.277,-123.09,Vancouver,,British Columbia,Canada,CA-BC,0.09,6,2020-10-02,5.1
c28qvkh,"POLYGON((-123.162231445312 49.02099609375, -123.160858154297 49.02099609375, -123.160858154297 49.0223693847656, -123.162231445312 49.0223693847656, -123.162231445312 49.02099609375))",49.021,-123.162,49.022,-123.161,POINT(-123.16173 49.02188),49.022,-123.162,Delta,,British Columbia,Canada,CA-BC,0.286,38,2020-10-02,5.1
c28qvts,"POLYGON((-123.151245117188 49.0292358398438, -123.149871826172 49.0292358398438, -123.149871826172 49.0306091308594, -123.151245117188 49.0306091308594, -123.151245117188 49.0292358398438))",49.029,-123.151,49.031,-123.15,POINT(-123.15085 49.03003),49.03,-123.151,Delta,,British Columbia,Canada,CA-BC,0.02,4,2020-10-02,5.1
c28xg1v,"POLYGON((-122.908172607422 49.1844177246094, -122.906799316406 49.1844177246094, -122.906799316406 49.185791015625, -122.908172607422 49.185791015625, -122.908172607422 49.1844177246094))",49.184,-122.908,49.186,-122.907,POINT(-122.90745 49.18518),49.185,-122.907,Surrey,,British Columbia,Canada,CA-BC,0.142,25,2020-10-02,5.1
c2b80fp,"POLYGON((-123.004302978516 49.229736328125, -123.0029296875 49.229736328125, -123.0029296875 49.2311096191406, -123.004302978516 49.2311096191406, -123.004302978516 49.229736328125))",49.23,-123.004,49.231,-123.003,POINT(-123.00344 49.23004),49.23,-123.003,Burnaby,,British Columbia,Canada,CA-BC,0.011,3,2020-10-02,5.1
c28xch3,"POLYGON((-123.001556396484 49.1981506347656, -123.000183105469 49.1981506347656, -123.000183105469 49.1995239257812, -123.001556396484 49.1995239257812, -123.001556396484 49.1981506347656))",49.198,-123.002,49.2,-123,POINT(-123.00097 49.19921),49.199,-123.001,Burnaby,,British Columbia,Canada,CA-BC,0.173,6,2020-10-02,5.1
c2b82g3,"POLYGON((-123.012542724609 49.2805480957031, -123.011169433594 49.2805480957031, -123.011169433594 49.2819213867188, -123.012542724609 49.2819213867188, -123.012542724609 49.2805480957031))",49.281,-123.013,49.282,-123.011,POINT(-123.01206 49.28094),49.281,-123.012,Burnaby,,British Columbia,Canada,CA-BC,0.01,3,2020-10-02,5.1
c342jr0,"POLYGON((-120.355224609375 50.6634521484375, -120.353851318359 50.6634521484375, -120.353851318359 50.6648254394531, -120.355224609375 50.6648254394531, -120.355224609375 50.6634521484375))",50.663,-120.355,50.665,-120.354,POINT(-120.35413 50.66378),50.664,-120.354,Kamloops,,British Columbia,Canada,CA-BC,0.062,39,2020-10-02,5.1
c28zbyf,"POLYGON((-122.659606933594 49.2118835449219, -122.658233642578 49.2118835449219, -122.658233642578 49.2132568359375, -122.659606933594 49.2132568359375, -122.659606933594 49.2118835449219))",49.212,-122.66,49.213,-122.658,POINT(-122.6587 49.21245),49.212,-122.659,Maple Ridge,,British Columbia,Canada,CA-BC,0.016,3,2020-10-02,5.1
c28qvk6,"POLYGON((-123.164978027344 49.0223693847656, -123.163604736328 49.0223693847656, -123.163604736328 49.0237426757812, -123.164978027344 49.0237426757812, -123.164978027344 49.0223693847656))",49.022,-123.165,49.024,-123.164,POINT(-123.16401 49.02266),49.023,-123.164,Delta,,British Columbia,Canada,CA-BC,0.217,3,2020-10-02,5.1
c28xbu9,"POLYGON((-123.012542724609 49.1995239257813, -123.011169433594 49.1995239257812, -123.011169433594 49.2008972167969, -123.012542724609 49.2008972167969, -123.012542724609 49.1995239257813))",49.2,-123.013,49.201,-123.011,POINT(-123.01198 49.20026),49.2,-123.012,Burnaby,,British Columbia,Canada,CA-BC,0.055,3,2020-10-02,5.1
c28z2t5,"POLYGON((-122.669219970703 49.1143798828125, -122.667846679688 49.1143798828125, -122.667846679688 49.1157531738281, -122.669219970703 49.1157531738281, -122.669219970703 49.1143798828125))",49.114,-122.669,49.116,-122.668,POINT(-122.66862 49.11532),49.115,-122.669,Langley,,British Columbia,Canada,CA-BC,0.006,3,2020-10-02,5.1
c28zbw4,"POLYGON((-122.670593261719 49.207763671875, -122.669219970703 49.207763671875, -122.669219970703 49.2091369628906, -122.670593261719 49.2091369628906, -122.670593261719 49.207763671875))",49.208,-122.671,49.209,-122.669,POINT(-122.66998 49.20851),49.209,-122.67,Maple Ridge,,British Columbia,Canada,CA-BC,0.006,4,2020-10-02,5.1
c2b8592,"POLYGON((-122.89306640625 49.2256164550781, -122.891693115234 49.2256164550781, -122.891693115234 49.2269897460938, -122.89306640625 49.2269897460938, -122.89306640625 49.2256164550781))",49.226,-122.893,49.227,-122.892,POINT(-122.89274 49.22628),49.226,-122.893,New Westminster,,British Columbia,Canada,CA-BC,0.018,3,2020-10-02,5.1
c28z8x7,"POLYGON((-122.669219970703 49.1706848144531, -122.667846679688 49.1706848144531, -122.667846679688 49.1720581054688, -122.669219970703 49.1720581054688, -122.669219970703 49.1706848144531))",49.171,-122.669,49.172,-122.668,POINT(-122.66829 49.17129),49.171,-122.668,Langley,,British Columbia,Canada,CA-BC,0.026,7,2020-10-02,5.1
c2b878z,"POLYGON((-122.883453369141 49.2668151855469, -122.882080078125 49.2668151855469, -122.882080078125 49.2681884765625, -122.883453369141 49.2681884765625, -122.883453369141 49.2668151855469))",49.267,-122.883,49.268,-122.882,POINT(-122.88292 49.2672),49.267,-122.883,Coquitlam,,British Columbia,Canada,CA-BC,0.039,3,2020-10-02,5.1
c2b85d2,"POLYGON((-122.89306640625 49.2311096191406, -122.891693115234 49.2311096191406, -122.891693115234 49.2324829101562, -122.89306640625 49.2324829101562, -122.89306640625 49.2311096191406))",49.231,-122.893,49.232,-122.892,POINT(-122.89272 49.23164),49.232,-122.893,New Westminster,,British Columbia,Canada,CA-BC,0.029,14,2020-10-02,5.1
c28xg7e,"POLYGON((-122.899932861328 49.1940307617187, -122.898559570312 49.1940307617188, -122.898559570312 49.1954040527344, -122.899932861328 49.1954040527344, -122.899932861328 49.1940307617187))",49.194,-122.9,49.195,-122.899,POINT(-122.89937 49.195),49.195,-122.899,Surrey,,British Columbia,Canada,CA-BC,0.02,3,2020-10-02,5.1
c2b8135,"POLYGON((-122.987823486328 49.2242431640625, -122.986450195313 49.2242431640625, -122.986450195313 49.2256164550781, -122.987823486328 49.2256164550781, -122.987823486328 49.2242431640625))",49.224,-122.988,49.226,-122.986,POINT(-122.98734 49.22525),49.225,-122.987,Burnaby,,British Columbia,Canada,CA-BC,0.005,3,2020-10-02,5.1
c28z2s7,"POLYGON((-122.669219970703 49.1102600097656, -122.667846679688 49.1102600097656, -122.667846679688 49.1116333007812, -122.669219970703 49.1116333007812, -122.669219970703 49.1102600097656))",49.11,-122.669,49.112,-122.668,POINT(-122.66865 49.11144),49.111,-122.669,Langley,,British Columbia,Canada,CA-BC,0.11,11,2020-10-02,5.1
c2b2mbt,"POLYGON((-123.138885498047 49.2654418945312, -123.137512207031 49.2654418945312, -123.137512207031 49.2668151855469, -123.138885498047 49.2668151855469, -123.138885498047 49.2654418945312))",49.265,-123.139,49.267,-123.138,POINT(-123.1384 49.26651),49.267,-123.138,Vancouver,,British Columbia,Canada,CA-BC,0.022,3,2020-10-02,5.1
c2b2px6,"POLYGON((-123.066101074219 49.2585754394531, -123.064727783203 49.2585754394531, -123.064727783203 49.2599487304688, -123.066101074219 49.2599487304688, -123.066101074219 49.2585754394531))",49.259,-123.066,49.26,-123.065,POINT(-123.0657 49.25965),49.26,-123.066,Vancouver,,British Columbia,Canada,CA-BC,0.024,3,2020-10-02,5.1
c28xfjt,"POLYGON((-122.952117919922 49.2050170898438, -122.950744628906 49.2050170898438, -122.950744628906 49.2063903808594, -122.952117919922 49.2063903808594, -122.952117919922 49.2050170898438))",49.205,-122.952,49.206,-122.951,POINT(-122.9515 49.20576),49.206,-122.951,New Westminster,,British Columbia,Canada,CA-BC,0.01,3,2020-10-02,5.1
c2b851j,"POLYGON((-122.908172607422 49.2242431640625, -122.906799316406 49.2242431640625, -122.906799316406 49.2256164550781, -122.908172607422 49.2256164550781, -122.908172607422 49.2242431640625))",49.224,-122.908,49.226,-122.907,POINT(-122.90749 49.22494),49.225,-122.907,New Westminster,,British Columbia,Canada,CA-BC,0.043,6,2020-10-02,5.1
c28wyjf,"POLYGON((-122.780456542969 49.0306091308594, -122.779083251953 49.0306091308594, -122.779083251953 49.031982421875, -122.780456542969 49.031982421875, -122.780456542969 49.0306091308594))",49.031,-122.78,49.032,-122.779,POINT(-122.77917 49.03095),49.031,-122.779,Surrey,,British Columbia,Canada,CA-BC,0.045,3,2020-10-02,5.1
c28xg1g,"POLYGON((-122.910919189453 49.1844177246094, -122.909545898438 49.1844177246094, -122.909545898438 49.185791015625, -122.910919189453 49.185791015625, -122.910919189453 49.1844177246094))",49.184,-122.911,49.186,-122.91,POINT(-122.91036 49.18512),49.185,-122.91,Surrey,,British Columbia,Canada,CA-BC,0.267,24,2020-10-02,5.1
c28z2kg,"POLYGON((-122.680206298828 49.1130065917969, -122.678833007812 49.1130065917969, -122.678833007812 49.1143798828125, -122.680206298828 49.1143798828125, -122.680206298828 49.1130065917969))",49.113,-122.68,49.114,-122.679,POINT(-122.67992 49.11386),49.114,-122.68,Langley,,British Columbia,Canada,CA-BC,0.024,3,2020-10-02,5.1
c28xd7f,"POLYGON((-122.945251464844 49.1514587402344, -122.943878173828 49.1514587402344, -122.943878173828 49.15283203125, -122.945251464844 49.15283203125, -122.945251464844 49.1514587402344))",49.151,-122.945,49.153,-122.944,POINT(-122.94479 49.15269),49.153,-122.945,Delta,,British Columbia,Canada,CA-BC,0.907,29,2020-10-02,5.1
c2b2hf6,"POLYGON((-123.186950683594 49.2311096191406, -123.185577392578 49.2311096191406, -123.185577392578 49.2324829101562, -123.186950683594 49.2324829101562, -123.186950683594 49.2311096191406))",49.231,-123.187,49.232,-123.186,POINT(-123.18635 49.23192),49.232,-123.186,Vancouver,,British Columbia,Canada,CA-BC,0.189,7,2020-10-02,5.1
c28xfej,"POLYGON((-122.930145263672 49.1912841796875, -122.928771972656 49.1912841796875, -122.928771972656 49.1926574707031, -122.930145263672 49.1926574707031, -122.930145263672 49.1912841796875))",49.191,-122.93,49.193,-122.929,POINT(-122.92925 49.1917),49.192,-122.929,New Westminster,,British Columbia,Canada,CA-BC,0.772,16,2020-10-02,5.1
c28xwdu,"POLYGON((-122.755737304688 49.1459655761719, -122.754364013672 49.1459655761719, -122.754364013672 49.1473388671875, -122.755737304688 49.1473388671875, -122.755737304688 49.1459655761719))",49.146,-122.756,49.147,-122.754,POINT(-122.75486 49.14704),49.147,-122.755,Surrey,,British Columbia,Canada,CA-BC,0.167,7,2020-10-02,5.1
c28z2ku,"POLYGON((-122.678833007812 49.1130065917969, -122.677459716797 49.1130065917969, -122.677459716797 49.1143798828125, -122.678833007812 49.1143798828125, -122.678833007812 49.1130065917969))",49.113,-122.679,49.114,-122.677,POINT(-122.67818 49.11363),49.114,-122.678,Langley,,British Columbia,Canada,CA-BC,0.017,3,2020-10-02,5.1
c28xf4z,"POLYGON((-122.949371337891 49.1899108886719, -122.947998046875 49.1899108886719, -122.947998046875 49.1912841796875, -122.949371337891 49.1912841796875, -122.949371337891 49.1899108886719))",49.19,-122.949,49.191,-122.948,POINT(-122.94863 49.19019),49.19,-122.949,New Westminster,,British Columbia,Canada,CA-BC,0.013,6,2020-10-02,5.1
c2b2wfr,"POLYGON((-123.092193603516 49.3190002441406, -123.0908203125 49.3190002441406, -123.0908203125 49.3203735351562, -123.092193603516 49.3203735351562, -123.092193603516 49.3190002441406))",49.319,-123.092,49.32,-123.091,POINT(-123.0912 49.31971),49.32,-123.091,North Vancouver,,British Columbia,Canada,CA-BC,0.013,5,2020-10-02,5.1
c28qve2,"POLYGON((-123.15673828125 49.0168762207031, -123.155364990234 49.0168762207031, -123.155364990234 49.0182495117188, -123.15673828125 49.0182495117188, -123.15673828125 49.0168762207031))",49.017,-123.157,49.018,-123.155,POINT(-123.15634 49.0174),49.017,-123.156,Delta,,British Columbia,Canada,CA-BC,0.135,5,2020-10-02,5.1
c28xczy,"POLYGON((-122.961730957031 49.2173767089844, -122.960357666016 49.2173767089844, -122.960357666016 49.21875, -122.961730957031 49.21875, -122.961730957031 49.2173767089844))",49.217,-122.962,49.219,-122.96,POINT(-122.96102 49.21821),49.218,-122.961,Burnaby,,British Columbia,Canada,CA-BC,0.025,4,2020-10-02,5.1
c28z95s,"POLYGON((-122.645874023438 49.1500854492188, -122.644500732422 49.1500854492188, -122.644500732422 49.1514587402344, -122.645874023438 49.1514587402344, -122.645874023438 49.1500854492188))",49.15,-122.646,49.151,-122.644,POINT(-122.64568 49.1507),49.151,-122.646,Langley,,British Columbia,Canada,CA-BC,0.314,15,2020-10-02,5.1
c342mxy,"POLYGON((-120.335998535156 50.7115173339844, -120.334625244141 50.7115173339844, -120.334625244141 50.712890625, -120.335998535156 50.712890625, -120.335998535156 50.7115173339844))",50.712,-120.336,50.713,-120.335,POINT(-120.33525 50.71194),50.712,-120.335,Kamloops 1,,British Columbia,Canada,CA-BC,0.004,3,2020-10-02,5.1
c28zbwk,"POLYGON((-122.667846679688 49.2091369628906, -122.666473388672 49.2091369628906, -122.666473388672 49.2105102539062, -122.667846679688 49.2105102539062, -122.667846679688 49.2091369628906))",49.209,-122.668,49.211,-122.666,POINT(-122.66668 49.20935),49.209,-122.667,Maple Ridge,,British Columbia,Canada,CA-BC,0.009,4,2020-10-02,5.1
c3fpczq,"POLYGON((-120.852355957031 56.2458801269531, -120.850982666016 56.2458801269531, -120.850982666016 56.2472534179688, -120.852355957031 56.2472534179688, -120.852355957031 56.2458801269531))",56.246,-120.852,56.247,-120.851,POINT(-120.85173 56.24647),56.246,-120.852,Fort St. John,,British Columbia,Canada,CA-BC,0.014,3,2020-10-02,5.1
c28xfwd,"POLYGON((-122.934265136719 49.2105102539062, -122.932891845703 49.2105102539062, -122.932891845703 49.2118835449219, -122.934265136719 49.2118835449219, -122.934265136719 49.2105102539062))",49.211,-122.934,49.212,-122.933,POINT(-122.93378 49.21075),49.211,-122.934,New Westminster,,British Columbia,Canada,CA-BC,0.067,3,2020-10-02,5.1
c28qv7u,"POLYGON((-123.162231445312 49.0196228027344, -123.160858154297 49.0196228027344, -123.160858154297 49.02099609375, -123.162231445312 49.02099609375, -123.162231445312 49.0196228027344))",49.02,-123.162,49.021,-123.161,POINT(-123.16187 49.02061),49.021,-123.162,Delta,,British Columbia,Canada,CA-BC,0.022,4,2020-10-02,5.1
c28z2t7,"POLYGON((-122.669219970703 49.1157531738281, -122.667846679688 49.1157531738281, -122.667846679688 49.1171264648438, -122.669219970703 49.1171264648438, -122.669219970703 49.1157531738281))",49.116,-122.669,49.117,-122.668,POINT(-122.66851 49.11644),49.116,-122.669,Langley,,British Columbia,Canada,CA-BC,0.013,8,2020-10-02,5.1
c28rzm6,"POLYGON((-123.077087402344 49.2036437988281, -123.075714111328 49.2036437988281, -123.075714111328 49.2050170898438, -123.077087402344 49.2050170898437, -123.077087402344 49.2036437988281))",49.204,-123.077,49.205,-123.076,POINT(-123.0764 49.2045),49.205,-123.076,Richmond,,British Columbia,Canada,CA-BC,0.442,42,2020-10-02,5.1
c28x896,"POLYGON((-123.022155761719 49.1377258300781, -123.020782470703 49.1377258300781, -123.020782470703 49.1390991210938, -123.022155761719 49.1390991210938, -123.022155761719 49.1377258300781))",49.138,-123.022,49.139,-123.021,POINT(-123.02097 49.13836),49.138,-123.021,Delta,,British Columbia,Canada,CA-BC,0.085,7,2020-10-02,5.1
c2b811b,"POLYGON((-123.0029296875 49.2283630371094, -123.001556396484 49.2283630371094, -123.001556396484 49.229736328125, -123.0029296875 49.229736328125, -123.0029296875 49.2283630371094))",49.228,-123.003,49.23,-123.002,POINT(-123.0025 49.22939),49.229,-123.002,Burnaby,,British Columbia,Canada,CA-BC,0.031,3,2020-10-02,5.1
c28x8v0,"POLYGON((-123.013916015625 49.1583251953125, -123.012542724609 49.1583251953125, -123.012542724609 49.1596984863281, -123.013916015625 49.1596984863281, -123.013916015625 49.1583251953125))",49.158,-123.014,49.16,-123.013,POINT(-123.01301 49.15945),49.159,-123.013,Richmond,,British Columbia,Canada,CA-BC,0.026,9,2020-10-02,5.1
c28xf6b,"POLYGON((-122.947998046875 49.1899108886719, -122.946624755859 49.1899108886719, -122.946624755859 49.1912841796875, -122.947998046875 49.1912841796875, -122.947998046875 49.1899108886719))",49.19,-122.948,49.191,-122.947,POINT(-122.94757 49.19066),49.191,-122.948,New Westminster,,British Columbia,Canada,CA-BC,0.007,4,2020-10-02,5.1
c28xgtt,"POLYGON((-122.886199951172 49.2050170898438, -122.884826660156 49.2050170898438, -122.884826660156 49.2063903808594, -122.886199951172 49.2063903808594, -122.886199951172 49.2050170898438))",49.205,-122.886,49.206,-122.885,POINT(-122.8858 49.20563),49.206,-122.886,Surrey,,British Columbia,Canada,CA-BC,0.075,14,2020-10-02,5.1
c28xf4x,"POLYGON((-122.949371337891 49.1885375976562, -122.947998046875 49.1885375976562, -122.947998046875 49.1899108886719, -122.949371337891 49.1899108886719, -122.949371337891 49.1885375976562))",49.189,-122.949,49.19,-122.948,POINT(-122.94824 49.18898),49.189,-122.948,New Westminster,,British Columbia,Canada,CA-BC,0.029,6,2020-10-02,5.1
c28x8k3,"POLYGON((-123.034515380859 49.1542053222656, -123.033142089844 49.1542053222656, -123.033142089844 49.1555786132812, -123.034515380859 49.1555786132812, -123.034515380859 49.1542053222656))",49.154,-123.035,49.156,-123.033,POINT(-123.03422 49.15479),49.155,-123.034,Richmond,,British Columbia,Canada,CA-BC,0.028,5,2020-10-02,5.1
c28xbsx,"POLYGON((-123.015289306641 49.1995239257812, -123.013916015625 49.1995239257812, -123.013916015625 49.2008972167969, -123.015289306641 49.2008972167969, -123.015289306641 49.1995239257812))",49.2,-123.015,49.201,-123.014,POINT(-123.01492 49.20058),49.201,-123.015,Burnaby,,British Columbia,Canada,CA-BC,0.02,3,2020-10-02,5.1
c28x8y2,"POLYGON((-123.013916015625 49.1651916503906, -123.012542724609 49.1651916503906, -123.012542724609 49.1665649414063, -123.013916015625 49.1665649414062, -123.013916015625 49.1651916503906))",49.165,-123.014,49.167,-123.013,POINT(-123.01277 49.16527),49.165,-123.013,Richmond,,British Columbia,Canada,CA-BC,0.02,3,2020-10-02,5.1
c28x9xz,"POLYGON((-122.971343994141 49.1734313964844, -122.969970703125 49.1734313964844, -122.969970703125 49.1748046875, -122.971343994141 49.1748046875, -122.971343994141 49.1734313964844))",49.173,-122.971,49.175,-122.97,POINT(-122.97052 49.17367),49.174,-122.971,Richmond,,British Columbia,Canada,CA-BC,0.048,3,2020-10-02,5.1
c2b84bv,"POLYGON((-122.919158935547 49.2228698730469, -122.917785644531 49.2228698730469, -122.917785644531 49.2242431640625, -122.919158935547 49.2242431640625, -122.919158935547 49.2228698730469))",49.223,-122.919,49.224,-122.918,POINT(-122.91886 49.2239),49.224,-122.919,New Westminster,,British Columbia,Canada,CA-BC,0.004,3,2020-10-02,5.1
c28z8s7,"POLYGON((-122.669219970703 49.1542053222656, -122.667846679688 49.1542053222656, -122.667846679688 49.1555786132812, -122.669219970703 49.1555786132812, -122.669219970703 49.1542053222656))",49.154,-122.669,49.156,-122.668,POINT(-122.66794 49.15526),49.155,-122.668,Langley,,British Columbia,Canada,CA-BC,0.082,11,2020-10-02,5.1
c28z2sg,"POLYGON((-122.669219970703 49.1130065917969, -122.667846679688 49.1130065917969, -122.667846679688 49.1143798828125, -122.669219970703 49.1143798828125, -122.669219970703 49.1130065917969))",49.113,-122.669,49.114,-122.668,POINT(-122.66896 49.11363),49.114,-122.669,Langley,,British Columbia,Canada,CA-BC,0.013,3,2020-10-02,5.1
c28xcs2,"POLYGON((-122.98095703125 49.1981506347656, -122.979583740234 49.1981506347656, -122.979583740234 49.1995239257812, -122.98095703125 49.1995239257812, -122.98095703125 49.1981506347656))",49.198,-122.981,49.2,-122.98,POINT(-122.97989 49.19917),49.199,-122.98,Burnaby,,British Columbia,Canada,CA-BC,0.006,3,2020-10-02,5.1
c28z2s2,"POLYGON((-122.67333984375 49.1102600097656, -122.671966552734 49.1102600097656, -122.671966552734 49.1116333007812, -122.67333984375 49.1116333007812, -122.67333984375 49.1102600097656))",49.11,-122.673,49.112,-122.672,POINT(-122.67224 49.11101),49.111,-122.672,Langley,,British Columbia,Canada,CA-BC,0.043,3,2020-10-02,5.1
c28xg4h,"POLYGON((-122.909545898438 49.185791015625, -122.908172607422 49.185791015625, -122.908172607422 49.1871643066406, -122.909545898438 49.1871643066406, -122.909545898438 49.185791015625))",49.186,-122.91,49.187,-122.908,POINT(-122.90912 49.18661),49.187,-122.909,Surrey,,British Columbia,Canada,CA-BC,0.606,6,2020-10-02,5.1
c28xujf,"POLYGON((-122.868347167969 49.2063903808594, -122.866973876953 49.2063903808594, -122.866973876953 49.207763671875, -122.868347167969 49.207763671875, -122.868347167969 49.2063903808594))",49.206,-122.868,49.208,-122.867,POINT(-122.86725 49.20683),49.207,-122.867,Surrey,,British Columbia,Canada,CA-BC,0.01,3,2020-10-02,5.1
c2b2pr6,"POLYGON((-123.077087402344 49.2585754394531, -123.075714111328 49.2585754394531, -123.075714111328 49.2599487304688, -123.077087402344 49.2599487304688, -123.077087402344 49.2585754394531))",49.259,-123.077,49.26,-123.076,POINT(-123.07665 49.25966),49.26,-123.077,Vancouver,,British Columbia,Canada,CA-BC,0.038,3,2020-10-02,5.1
c28x83t,"POLYGON((-123.029022216797 49.1390991210938, -123.027648925781 49.1390991210938, -123.027648925781 49.1404724121094, -123.029022216797 49.1404724121094, -123.029022216797 49.1390991210938))",49.139,-123.029,49.14,-123.028,POINT(-123.02806 49.13995),49.14,-123.028,Delta,,British Columbia,Canada,CA-BC,0.036,14,2020-10-02,5.1
c28xfrp,"POLYGON((-122.938385009766 49.2132568359375, -122.93701171875 49.2132568359375, -122.93701171875 49.2146301269531, -122.938385009766 49.2146301269531, -122.938385009766 49.2132568359375))",49.213,-122.938,49.215,-122.937,POINT(-122.9377 49.21363),49.214,-122.938,Burnaby,,British Columbia,Canada,CA-BC,0.017,3,2020-10-02,5.1
c2b818m,"POLYGON((-122.974090576172 49.2201232910156, -122.972717285156 49.2201232910156, -122.972717285156 49.2214965820312, -122.974090576172 49.2214965820312, -122.974090576172 49.2201232910156))",49.22,-122.974,49.222,-122.973,POINT(-122.97303 49.22036),49.22,-122.973,Burnaby,,British Columbia,Canada,CA-BC,0.029,5,2020-10-02,5.1
c2b8256,"POLYGON((-123.044128417969 49.2805480957031, -123.042755126953 49.2805480957031, -123.042755126953 49.2819213867188, -123.044128417969 49.2819213867188, -123.044128417969 49.2805480957031))",49.281,-123.044,49.282,-123.043,POINT(-123.04358 49.28107),49.281,-123.044,Vancouver,,British Columbia,Canada,CA-BC,0.037,5,2020-10-02,5.1
c2b80yx,"POLYGON((-123.004302978516 49.2544555664062, -123.0029296875 49.2544555664062, -123.0029296875 49.2558288574219, -123.004302978516 49.2558288574219, -123.004302978516 49.2544555664062))",49.254,-123.004,49.256,-123.003,POINT(-123.00389 49.25498),49.255,-123.004,Burnaby,,British Columbia,Canada,CA-BC,0.013,8,2020-10-02,5.1
c28z2te,"POLYGON((-122.669219970703 49.1171264648438, -122.667846679688 49.1171264648438, -122.667846679688 49.1184997558594, -122.669219970703 49.1184997558594, -122.669219970703 49.1171264648438))",49.117,-122.669,49.119,-122.668,POINT(-122.6686 49.11798),49.118,-122.669,Langley,,British Columbia,Canada,CA-BC,0.056,11,2020-10-02,5.1
c28z8e7,"POLYGON((-122.669219970703 49.1487121582031, -122.667846679688 49.1487121582031, -122.667846679688 49.1500854492188, -122.669219970703 49.1500854492188, -122.669219970703 49.1487121582031))",49.149,-122.669,49.15,-122.668,POINT(-122.66831 49.14914),49.149,-122.668,Langley,,British Columbia,Canada,CA-BC,0.018,6,2020-10-02,5.1
c28qvkr,"POLYGON((-123.158111572266 49.0223693847656, -123.15673828125 49.0223693847656, -123.15673828125 49.0237426757812, -123.158111572266 49.0237426757812, -123.158111572266 49.0223693847656))",49.022,-123.158,49.024,-123.157,POINT(-123.15748 49.0227),49.023,-123.157,Delta,,British Columbia,Canada,CA-BC,0.065,12,2020-10-02,5.1
